TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
39.0,51.22,51.2,40.64,40.4,69.77,69.7,80.37,80.4,78.01,69.74,50.99,51.39,112.4,25.04,87.66,-0.2689,94.8,92.75,3.58,1.527,78.08,4.269,0.8236,254.5,215.1,5.1,8.7,35.4,30.9,89.1,102.8,8.2,36.7,1.4,109.6,20.7,72.0,91.0,87.0,16.11,4.0760000000000005,5.877000000000001,20.0,0.0,110.5,107.1,158.8,127.4,10.7,10.8,50.0,0.0,100.0,85.0,57.0,56.0,50.0,55.69,65.45,53.41,52.54,61.59,85.91,-14.78
39.0,51.22,51.2,40.6,40.4,69.73,69.5,80.41,80.4,78.01,69.7,50.95,51.35,113.3,25.47,88.1,-0.2689,94.85,92.44,3.568,1.157,77.7,4.292,0.8192,254.5,214.4,5.3,8.9,35.1,30.6,89.1,102.8,8.4,37.0,1.9,109.8,20.5,72.2,90.0,86.0,12.81,3.215,5.9639999999999995,20.0,0.0,110.3,106.9,158.3,126.9,10.7,10.8,50.0,0.0,100.0,85.0,57.0,56.0,50.0,55.61,65.32,53.37,52.5,62.93,85.64,-12.53
39.0,51.14,51.1,40.56,40.2,69.69,69.5,80.33,80.4,77.97,69.66,50.87,51.31,113.4,25.16,88.52,-0.2715,94.7,92.28,3.9419999999999997,1.525,77.78,4.281000000000001,0.8213,255.7,214.8,5.3,8.5,35.3,30.8,88.9,102.3,8.2,37.0,1.9,109.8,20.9,71.5,91.0,87.0,12.02,3.013,5.877000000000001,20.0,0.0,110.3,106.7,156.3,124.7,10.9,10.7,50.0,0.0,100.0,85.0,57.0,56.0,50.0,55.48,65.24,53.37,52.41,61.88,94.62,-10.87
39.0,51.06,51.1,40.48,40.4,69.69,70.0,80.33,80.5,77.89,69.5,50.79,51.19,110.5,25.36,87.09,-1.964,94.64,92.23,3.574,1.158,73.7,4.515,0.7787,249.1,214.7,4.4,8.2,35.6,31.3,88.6,101.8,8.1,37.0,1.0,109.6,21.2,71.2,84.0,80.0,18.02,4.638999999999999,6.496,20.0,0.0,110.3,106.7,153.3,121.5,10.4,10.9,30.0,0.0,100.0,33.0,48.0,56.0,44.96,55.44,65.12,53.17,52.37,62.91,85.78,-14.71
39.0,48.72,48.0,41.67,41.2,71.65,70.9,78.94,78.1,76.37,62.21,48.29,48.69,77.75,27.38,151.1,-100.8,62.83,58.97,3.556,-0.3051,54.26,4.071000000000001,0.8637,256.1,213.7,5.0,5.9,36.2,31.6,83.8,93.3,5.2,39.4,3.2,112.2,28.4,61.7,61.0,59.0,1.798,0.6579,8.533999999999999,20.0,0.0,109.8,106.5,156.3,123.6,7.1,6.8,25.0,0.0,100.0,33.0,48.0,56.0,51.69,55.4,61.84,50.02,49.63,102.0,85.35,156.2
39.0,47.0,46.4,39.99,39.6,71.16,70.8,78.32,77.9,75.96,60.78,46.61,46.97,76.47,25.21,162.1,-110.9,62.19,58.71,3.178,-0.3043,55.39,3.948,0.8906,256.2,212.7,3.1,5.9,36.5,31.9,83.8,93.3,5.6,38.0,1.7,110.9,27.2,61.1,64.0,61.0,5.192,1.931,8.323,20.0,0.0,109.8,106.5,158.3,125.7,7.0,6.8,35.0,0.0,100.0,33.0,48.0,56.0,47.42,55.32,63.56,48.26,47.91,73.4,76.27,163.4
39.0,45.78,45.4,39.01,38.7,70.87,70.6,77.92,77.3,75.88,60.29,45.55,45.99,75.34,21.76,166.9,-113.3,60.46,58.42,3.9330000000000003,1.8869999999999998,52.6,4.041,0.87,256.8,214.3,2.6,5.3,36.3,31.7,82.6,91.3,5.3,37.3,0.8,109.4,26.8,59.6,59.0,57.0,0.2768,0.1045,8.75,20.0,0.0,109.6,106.1,157.3,124.9,6.7,6.5,40.0,0.0,100.0,33.0,48.0,56.0,47.15,55.2,64.18,47.35,46.85,58.17,94.38,166.9
39.0,45.65,45.9,39.58,39.6,69.97,69.5,76.36,75.9,74.69,59.79,45.55,45.99,68.36,17.83,159.5,-109.0,54.26,53.31,3.9339999999999997,2.985,50.3,3.793,0.927,256.9,214.4,4.0,5.1,35.6,31.1,81.0,88.4,5.4,38.4,2.8,110.5,29.3,57.3,56.0,54.0,0.7491,0.3117,9.084,20.0,0.0,109.4,106.1,155.3,123.5,6.2,6.3,35.0,0.0,100.0,33.0,48.0,56.0,40.88,55.16,64.54,47.27,46.76,45.57,94.41,171.0
39.0,45.65,45.8,39.46,39.2,69.73,69.5,76.2,76.0,74.49,59.63,45.55,45.95,69.34,18.29,159.3,-108.3,55.58,54.63,3.582,2.6289999999999996,50.68,3.8560000000000003,0.9119,257.3,215.2,3.2,5.3,35.8,31.3,81.3,88.9,5.6,38.4,2.4,110.5,29.0,58.1,57.0,55.0,2.311,0.948,8.971,20.0,0.0,109.2,106.1,156.3,123.7,6.3,6.6,40.0,0.0,100.0,33.0,48.0,56.0,40.61,55.16,64.75,47.31,46.8,45.76,85.98,169.1
39.0,45.53,45.6,39.25,39.1,69.77,69.7,76.28,76.2,74.57,59.59,45.34,45.74,69.56,18.23,160.1,-108.8,55.83,54.15,3.551,1.879,50.78,3.865,0.9097,256.5,213.4,2.9,5.3,36.2,31.4,81.5,89.4,5.9,38.2,2.2,110.1,28.6,57.8,57.0,55.0,2.4930000000000003,1.0190000000000001,8.971,20.0,0.0,109.2,105.7,155.8,123.6,6.5,6.7,40.0,0.0,100.0,33.0,48.0,56.0,40.35,55.2,64.79,47.11,46.6,45.62,85.23,169.8
39.0,45.29,45.4,38.96,38.7,69.77,69.7,76.28,76.0,74.57,59.51,45.14,45.5,69.44,18.2,160.7,-109.5,56.31,55.0,3.194,1.883,50.95,3.886,0.9048,256.1,213.8,2.7,5.0,36.2,31.6,81.3,88.4,5.7,37.5,1.5,109.8,28.3,57.0,57.0,55.0,4.774,1.955,8.971,20.0,0.0,109.2,105.7,158.3,125.9,6.5,6.5,40.0,0.0,100.0,33.0,48.0,56.0,40.08,55.2,64.79,46.95,46.4,45.54,76.66,168.4
39.0,45.2,45.4,39.09,39.2,69.69,69.4,75.91,75.6,74.45,59.47,45.1,45.46,66.66,15.65,160.5,-109.5,54.4,53.46,3.1889999999999996,2.244,48.89,3.9130000000000003,0.8986,257.1,213.5,3.6,5.1,35.6,31.1,80.7,87.9,5.4,37.8,2.2,110.1,29.7,55.8,55.0,53.0,5.797000000000001,2.474,9.199,20.0,0.0,109.0,105.7,154.8,123.0,6.2,6.2,40.0,0.0,100.0,33.0,48.0,56.0,37.81,55.2,64.83,46.9,46.31,38.98,76.55,171.5
39.0,45.57,45.8,39.58,39.4,69.11,69.0,75.38,75.4,73.75,59.3,45.42,45.86,66.79,17.32,154.1,-104.6,53.77,52.45,3.951,2.63,49.45,3.823,0.9197,255.9,215.3,3.8,5.0,35.6,31.1,80.4,87.4,5.7,38.4,2.8,110.5,30.1,56.1,55.0,53.0,3.6710000000000003,1.5630000000000002,9.199,20.0,0.0,109.0,105.7,155.3,122.4,6.4,6.4,40.0,0.0,100.0,33.0,48.0,56.0,37.54,55.2,64.59,47.23,46.68,44.28,94.81,168.8
39.0,45.53,45.6,39.37,39.2,69.28,69.2,75.62,75.7,73.96,59.3,45.38,45.74,67.67,17.76,156.3,-106.4,54.97,53.66,3.2,1.8869999999999998,49.84,3.878,0.9067,256.0,214.3,2.8,5.3,36.3,31.7,81.0,88.4,6.0,38.4,2.4,110.1,29.1,56.3,56.0,54.0,5.2,2.186,9.084,20.0,0.0,109.0,105.7,158.3,125.7,6.7,6.4,40.0,0.0,100.0,33.0,48.0,56.0,37.27,55.24,64.71,47.15,46.64,45.0,76.8,168.1
39.0,45.37,45.4,39.21,39.2,69.44,69.4,75.79,75.6,74.16,59.34,45.22,45.62,67.74,17.34,158.2,-107.8,55.04,53.72,3.571,2.255,49.84,3.883,0.9055,256.2,214.5,3.1,5.4,36.2,31.6,81.0,88.4,6.1,38.2,2.2,109.6,28.8,57.0,56.0,54.0,5.1739999999999995,2.1719999999999997,9.084,20.0,0.0,109.0,105.7,155.8,123.9,6.2,6.3,40.0,0.0,100.0,33.0,48.0,56.0,37.01,55.24,64.83,47.03,46.52,43.39,85.71,169.2
39.0,45.37,45.4,39.33,39.1,69.4,69.4,75.66,75.6,74.08,59.34,45.22,45.62,67.22,16.99,158.2,-108.0,53.88,52.57,3.568,2.253,49.47,3.8289999999999997,0.9182,257.6,214.3,3.6,5.4,35.6,31.1,80.4,87.4,5.4,38.2,2.6,110.1,29.4,57.3,56.0,54.0,2.5669999999999997,1.0859999999999999,9.084,20.0,0.0,108.8,105.3,155.3,123.9,6.4,6.2,40.0,0.0,100.0,33.0,48.0,56.0,36.74,55.24,64.87,46.99,46.48,42.34,85.62,172.0
39.0,45.49,45.8,39.46,39.4,69.36,69.2,75.58,75.4,74.04,59.38,45.38,45.74,66.53,16.49,156.7,-106.7,54.06,53.11,3.2119999999999997,2.261,49.28,3.8569999999999998,0.9115,256.6,215.1,4.1,5.3,35.3,30.8,80.7,87.9,5.7,38.2,2.8,110.3,29.6,57.0,55.0,53.0,5.447,2.3280000000000003,9.199,20.0,0.0,109.0,105.5,154.3,122.1,6.0,6.4,40.0,0.0,100.0,33.0,48.0,56.0,36.47,55.28,65.16,47.15,46.6,40.06,77.08,169.7
39.0,45.65,45.8,39.62,39.6,69.44,69.4,75.66,75.7,74.12,59.47,45.51,45.95,66.58,16.5,156.8,-106.8,53.85,52.53,3.93,2.617,49.77,3.804,0.9242,256.8,214.2,4.0,5.0,35.6,31.1,80.7,87.9,5.4,38.5,2.7,110.7,30.3,56.0,56.0,54.0,4.993,2.133,9.084,20.0,0.0,109.0,105.5,156.8,124.6,6.3,6.2,35.0,0.0,100.0,33.0,48.0,56.0,36.2,55.32,65.2,47.27,46.72,40.09,94.33,170.8
40.0,45.65,45.6,39.54,40.2,69.77,71.1,75.83,74.7,74.41,59.59,45.51,45.86,64.88,15.2,158.7,-109.0,54.53,53.22,3.196,1.883,36.58,5.2410000000000005,0.6709,257.0,214.0,1.2,3.5,39.2,34.3,78.2,83.9,3.0,39.6,0.5,110.5,32.3,49.7,43.0,41.0,0.1836,0.08047,10.74,20.0,0.0,108.8,105.3,155.8,121.2,3.3,5.3,25.0,0.0,100.0,15.0,48.0,56.0,41.98,55.32,65.36,47.27,46.72,36.33,76.7,170.8
40.0,44.43,44.1,40.85,40.5,71.0,70.9,74.89,74.7,73.34,53.16,44.24,44.55,41.63,16.52,216.1,-191.0,32.08,30.39,2.8480000000000003,1.161,39.1,2.884,1.219,257.0,215.2,3.6,2.9,36.9,32.2,77.6,82.9,3.8,40.1,3.0,119.7,42.1,51.2,45.0,43.0,5.51,3.764,10.46,20.0,0.0,108.8,105.5,155.3,121.9,3.9,3.6,20.0,0.0,100.0,15.0,48.0,56.0,41.84,55.28,64.18,44.94,45.04,44.55,68.35,220.8
40.0,43.52,43.0,40.03,39.8,71.08,70.8,74.97,74.9,73.47,52.26,43.38,43.65,41.56,16.05,226.7,-201.1,31.44,30.11,2.489,1.165,39.15,2.823,1.245,256.5,215.9,2.9,3.0,37.1,32.4,77.9,83.4,3.6,39.6,2.7,122.7,44.8,51.0,45.0,43.0,3.573,2.4459999999999997,10.46,20.0,0.0,109.2,105.9,154.8,121.6,4.0,3.2,25.0,0.0,100.0,15.0,48.0,56.0,37.71,55.32,64.5,43.92,44.02,41.94,59.73,222.4
40.0,43.28,43.4,40.36,40.4,70.18,69.5,73.58,72.8,72.36,52.01,43.3,43.61,36.14,12.92,216.5,-193.2,26.0,26.14,2.826,2.9730000000000003,36.18,2.5269999999999997,1.392,255.3,213.5,2.6,2.2,37.4,32.9,75.0,78.9,1.5,40.1,2.5,126.0,51.0,46.2,42.0,40.0,0.5278,0.4154,10.89,20.0,0.0,109.8,105.9,154.3,120.6,3.4,3.2,25.0,0.0,100.0,15.0,48.0,56.0,31.58,55.32,64.22,43.75,43.86,34.86,67.81,224.5
40.0,43.36,43.6,40.36,40.2,70.38,70.0,73.78,73.3,72.69,52.06,43.38,43.65,36.45,11.72,221.4,-196.7,26.91,27.06,2.479,2.627,36.17,2.616,1.344,257.6,215.0,3.3,2.2,37.1,32.4,75.7,79.9,3.2,40.1,2.9,127.7,52.0,47.4,42.0,40.0,2.62,2.045,10.89,20.0,0.0,110.5,106.3,155.3,121.8,3.5,3.2,25.0,0.0,100.0,15.0,48.0,56.0,34.44,55.36,65.04,43.83,43.9,29.07,59.49,226.1
40.0,43.44,43.6,40.44,40.4,70.83,71.4,74.03,74.9,73.26,51.97,43.42,43.74,34.2,8.19,228.1,-202.1,26.88,26.66,2.842,2.623,36.52,2.5869999999999997,1.359,257.2,214.7,3.3,2.7,37.1,32.4,77.6,82.9,5.0,40.2,3.0,128.2,50.6,51.0,42.0,40.0,10.76,8.951,10.89,20.0,0.0,111.1,106.7,155.3,121.9,3.2,3.2,25.0,0.0,100.0,15.0,48.0,56.0,47.31,55.4,64.42,43.87,43.94,21.79,68.2,227.1
40.0,43.73,43.8,40.56,40.5,71.04,70.6,74.52,74.3,73.26,52.55,43.75,43.94,37.27,13.45,221.9,-198.1,28.12,28.27,1.729,1.876,37.44,2.641,1.331,257.1,213.1,3.3,2.3,37.1,32.4,76.6,81.4,3.1,40.1,3.0,128.2,51.6,49.0,43.0,41.0,5.269,4.021,10.74,20.0,0.0,111.6,107.1,154.8,122.8,3.9,3.4,20.0,0.0,100.0,15.0,48.0,56.0,37.17,55.44,64.05,44.16,44.18,37.5,41.49,224.4
40.0,43.48,43.2,40.28,40.1,70.42,70.1,74.03,73.8,72.69,52.06,43.42,43.65,38.62,14.34,221.3,-197.0,28.63,28.05,2.104,1.521,37.34,2.696,1.304,257.4,214.2,3.2,2.5,36.9,32.2,76.3,80.9,3.2,39.8,2.9,126.8,50.5,49.2,43.0,41.0,2.213,1.63,10.74,20.0,0.0,112.2,107.5,153.8,120.8,3.7,3.1,25.0,0.0,100.0,15.0,48.0,56.0,34.04,54.95,64.26,43.87,43.9,36.99,50.49,224.8
40.0,43.07,43.0,39.87,39.8,70.14,69.8,73.74,73.5,72.44,51.73,43.05,43.29,38.56,13.88,221.8,-197.1,28.73,28.52,2.1109999999999998,1.893,37.24,2.713,1.296,257.0,214.9,2.9,2.5,36.7,32.1,76.0,80.4,2.9,39.8,2.9,126.0,50.0,48.3,43.0,41.0,2.69,1.984,10.74,20.0,0.0,112.4,108.0,156.3,123.3,3.5,3.2,25.0,0.0,100.0,15.0,48.0,56.0,30.91,54.83,64.34,43.59,43.57,35.03,50.67,223.9
40.0,43.2,43.4,40.44,40.4,69.32,68.9,72.63,72.2,71.5,51.65,43.3,43.57,35.72,12.21,214.0,-190.5,24.67,25.55,2.4730000000000003,3.355,35.2,2.464,1.4269999999999998,258.7,214.6,2.8,2.5,37.7,33.0,74.1,78.4,1.9,40.2,2.5,128.2,54.1,45.4,40.0,39.0,-3.67,-2.9219999999999997,11.04,20.0,0.0,112.7,108.2,155.8,121.6,3.3,2.9,25.0,0.0,100.0,15.0,48.0,56.0,28.77,54.83,64.18,43.75,43.77,31.35,59.36,227.8
40.0,43.4,43.4,40.44,40.2,69.11,69.2,72.59,72.7,71.34,51.61,43.38,43.57,37.06,13.38,210.2,-186.5,26.52,26.3,1.743,1.525,35.97,2.592,1.357,255.7,214.8,2.6,2.3,37.6,32.9,75.0,78.9,3.0,40.2,2.8,127.9,53.5,46.2,42.0,40.0,-1.1,-0.8442,10.89,20.0,0.0,113.1,108.4,153.3,119.1,3.7,3.2,25.0,0.0,100.0,15.0,48.0,56.0,28.64,54.87,64.42,43.79,43.86,33.62,41.83,223.7
40.0,43.16,43.0,40.19,40.1,69.4,69.2,72.8,72.7,71.66,51.56,43.21,43.45,36.27,12.1,214.7,-190.5,26.57,27.08,2.113,2.63,35.93,2.6,1.3519999999999999,256.3,215.2,2.9,2.3,37.2,32.5,75.0,78.9,3.8,40.1,2.7,127.4,52.1,46.2,40.0,39.0,1.795,1.4080000000000001,11.04,20.0,0.0,113.3,108.6,154.8,121.0,3.3,2.9,25.0,0.0,100.0,15.0,48.0,56.0,28.5,54.91,64.71,43.67,43.69,29.64,50.72,224.0
40.0,43.12,43.0,40.11,40.1,69.52,69.5,72.88,72.7,71.79,51.56,43.17,43.37,35.92,11.69,216.5,-192.2,26.79,27.3,1.736,2.25,35.97,2.6180000000000003,1.3430000000000002,256.9,214.0,2.9,3.0,37.2,32.5,75.7,79.9,3.8,39.9,2.7,127.7,51.7,46.9,42.0,40.0,3.87,3.065,10.89,20.0,0.0,113.6,108.8,153.3,122.3,3.3,3.1,25.0,0.0,100.0,15.0,48.0,56.0,30.37,54.99,65.08,43.63,43.65,27.82,41.67,224.5
40.0,43.12,43.0,40.15,40.1,69.44,69.4,72.84,72.5,71.71,51.61,43.13,43.37,36.32,12.11,214.9,-190.7,26.44,26.59,2.103,2.251,35.9,2.59,1.358,256.6,214.2,2.9,2.5,37.2,32.5,75.0,78.9,3.2,39.9,2.8,127.4,52.4,46.4,40.0,39.0,1.175,0.9201,11.04,20.0,0.0,113.6,109.0,156.3,122.8,3.1,2.9,25.0,0.0,100.0,15.0,48.0,56.0,28.23,54.99,64.59,43.63,43.61,30.31,50.48,224.9
40.0,43.07,43.2,40.15,40.1,69.52,69.4,72.88,72.8,71.83,51.56,43.13,43.37,35.85,11.23,216.5,-191.9,26.11,26.62,2.106,2.62,35.91,2.556,1.376,256.4,214.4,2.9,2.9,37.1,32.4,75.7,79.9,3.6,40.1,2.7,127.7,52.2,46.0,40.0,39.0,1.636,1.298,11.04,20.0,0.0,113.8,109.2,154.8,121.1,3.4,3.1,25.0,0.0,100.0,15.0,48.0,56.0,28.1,55.03,65.08,43.63,43.61,26.83,50.54,224.9
39.0,43.12,43.2,40.19,40.1,69.56,69.4,72.92,72.8,71.79,51.65,43.17,43.41,35.77,12.08,214.7,-191.0,26.1,26.61,2.105,2.6189999999999998,38.08,2.41,1.459,255.8,214.4,3.4,2.5,36.7,32.1,75.3,79.4,3.6,40.1,3.2,127.9,52.4,47.0,42.0,40.0,4.084,3.247,10.89,20.0,0.0,114.0,109.2,154.8,121.8,3.4,3.1,20.0,0.0,100.0,22.76,48.14,56.0,22.0,55.12,64.91,43.63,43.65,29.58,50.51,224.1
39.0,44.38,45.6,40.64,40.9,67.6,66.4,71.86,71.1,71.21,56.15,44.77,45.17,45.91,6.92,162.5,-123.5,33.46,36.91,3.574,7.019,41.28,2.85,1.234,258.9,214.7,4.4,4.2,36.5,31.9,75.3,79.4,4.6,40.1,3.4,124.2,48.2,47.5,48.0,46.0,-2.488,-1.541,10.06,20.0,0.0,114.2,109.4,151.4,118.2,4.7,4.7,20.0,0.0,100.0,39.31,48.97,56.0,22.0,55.16,65.65,45.14,45.13,15.83,85.77,200.1
39.0,46.55,47.2,40.56,40.4,66.37,66.2,72.59,72.7,71.54,60.65,46.73,46.97,66.52,11.24,116.4,-61.12,53.47,55.08,2.103,3.7119999999999997,49.52,3.7969999999999997,0.9261,256.6,214.1,3.3,5.5,37.1,32.4,78.2,83.9,6.6,39.6,2.5,113.1,34.5,52.2,55.0,53.0,3.622,1.5490000000000002,9.199,20.0,0.0,114.2,109.4,155.3,121.9,6.5,6.8,20.0,0.0,100.0,55.86,49.79,56.0,22.0,55.24,65.73,47.11,47.05,25.7,50.47,135.2
39.0,48.56,49.6,41.54,41.5,64.49,63.3,71.81,71.2,70.31,63.48,48.82,49.14,78.1,16.0,72.84,-10.75,63.13,65.49,2.8569999999999998,5.2170000000000005,53.85,4.121,0.8531,255.8,215.9,5.9,7.0,35.6,31.1,78.2,83.9,6.5,39.6,4.0,107.7,29.1,52.8,61.0,59.0,1.21,0.4406,8.533999999999999,20.0,0.0,113.6,109.4,155.3,122.9,7.9,8.0,45.0,0.0,100.0,90.0,57.0,56.0,65.0,55.28,60.9,50.51,49.59,68.32,68.58,25.83
39.0,48.89,48.5,40.4,39.9,63.5,63.3,71.98,71.8,69.86,63.32,48.58,48.89,90.32,22.55,69.79,-2.017,76.32,73.52,2.8539999999999996,0.05898,58.0,4.627,0.7599,255.8,215.7,4.4,7.7,35.4,30.9,79.5,85.9,7.5,38.4,3.0,104.1,24.6,54.5,66.0,63.0,8.765,2.76,8.116,20.0,0.0,112.7,109.2,158.8,127.7,8.4,8.6,55.0,0.0,100.0,90.0,57.0,56.0,65.0,55.28,59.3,50.92,50.0,134.5,68.5,-13.69
39.0,48.27,48.2,39.62,39.4,63.34,63.1,71.9,71.5,69.9,63.23,47.88,48.4,91.4,21.29,71.26,-1.146,76.84,73.35,4.637,1.149,57.5,4.698,0.7484,256.4,213.1,3.8,7.7,35.3,30.9,78.6,84.4,7.1,37.7,2.3,102.8,24.1,54.5,66.0,63.0,6.313,1.964,8.116,20.0,0.0,112.2,108.8,157.3,125.5,8.4,9.0,60.0,0.0,100.0,90.0,57.0,56.0,65.0,55.2,59.18,51.65,50.0,128.2,67.22,-7.532
39.0,48.11,48.2,39.5,39.4,63.1,62.9,71.69,71.4,69.66,63.03,47.68,48.28,91.71,21.7,70.72,-0.7083,76.62,72.76,5.374,1.516,57.2,4.709,0.7466,256.0,213.5,4.1,7.5,35.1,30.6,79.2,84.9,7.7,37.5,2.6,102.3,23.1,54.0,66.0,63.0,4.141,1.284,8.116,20.0,0.0,111.1,108.4,158.3,126.7,8.6,9.0,60.0,0.0,100.0,90.0,57.0,56.0,65.0,54.95,58.98,51.94,50.28,129.4,77.91,-7.372000000000001
39.0,48.03,48.0,39.46,39.2,62.97,62.6,71.53,71.2,69.45,62.87,47.59,48.24,91.26,22.13,70.28,-1.145,76.74,72.86,5.775,1.892,56.96,4.737,0.7423,256.0,214.8,4.2,7.0,35.0,30.5,78.2,83.9,6.8,37.5,2.4,102.1,23.7,53.3,65.0,62.0,5.898,1.838,8.219,20.0,0.0,110.7,108.2,156.8,125.7,8.6,8.8,60.0,0.0,100.0,90.0,57.0,56.0,65.0,54.87,58.81,51.86,50.24,134.7,85.85,-9.387
39.0,47.95,48.0,39.37,39.1,62.81,62.6,71.36,71.1,69.37,62.7,47.51,48.2,91.17,21.23,71.08,-1.1440000000000001,77.11,73.21,6.172000000000001,2.27,56.95,4.76,0.7386,255.7,215.9,4.2,7.5,35.0,30.5,78.6,84.4,7.4,37.3,2.3,101.7,23.1,53.9,65.0,62.0,7.519,2.346,8.219,20.0,0.0,110.3,107.3,156.8,125.4,8.6,8.8,60.0,0.0,100.0,90.0,57.0,56.0,65.0,54.83,58.73,51.74,50.16,130.6,94.13,-7.662000000000001
39.0,47.82,47.8,39.33,39.1,62.77,62.5,71.28,71.1,69.29,62.62,47.43,48.08,90.81,21.25,71.14,-1.5819999999999999,76.39,72.86,5.805,2.269,57.17,4.698,0.7484,256.0,215.9,4.4,6.8,34.7,30.3,77.9,83.4,7.4,37.1,2.1,101.7,23.8,53.6,65.0,62.0,6.476,2.028,8.219,20.0,0.0,109.6,107.1,154.8,123.4,8.5,8.7,60.0,0.0,100.0,90.0,57.0,56.0,65.0,54.87,58.77,51.61,50.04,130.7,88.53,-6.178999999999999
39.0,47.78,47.7,39.21,38.9,62.64,62.5,71.24,70.9,69.21,62.58,47.31,47.95,91.88,21.74,70.86,-0.7096,76.74,72.49,5.775,1.525,56.97,4.736000000000001,0.7424,256.5,214.8,4.4,7.3,34.7,30.3,78.2,83.9,6.8,37.1,2.1,101.5,23.3,53.9,65.0,62.0,3.715,1.15,8.219,20.0,0.0,109.4,106.7,153.8,122.7,8.3,8.8,60.0,0.0,100.0,90.0,57.0,56.0,65.0,54.79,58.69,51.49,49.96,133.7,90.42,-5.906000000000001
39.0,47.66,47.7,39.13,38.9,62.6,62.5,71.12,70.9,69.13,62.5,47.23,47.91,91.02,21.3,70.87,-1.147,76.26,72.38,6.132999999999999,2.255,56.69,4.729,0.7435,256.6,214.5,4.1,7.3,34.7,30.5,78.2,83.9,7.0,37.0,2.1,101.7,23.1,53.4,65.0,62.0,4.784,1.495,8.219,20.0,0.0,108.8,106.5,153.8,122.7,8.4,8.6,60.0,0.0,100.0,90.0,57.0,56.0,65.0,54.79,58.69,51.45,49.83,131.0,91.16,-5.476
39.0,47.62,47.7,39.05,38.9,62.6,62.3,71.12,70.9,69.04,62.5,47.14,47.79,91.02,22.18,69.99,-1.147,77.14,72.87,5.805,1.5330000000000001,56.76,4.7780000000000005,0.7359,256.6,216.0,4.4,7.3,34.5,30.1,77.9,83.9,7.0,37.1,2.5,101.5,23.4,53.6,65.0,62.0,7.955,2.4859999999999998,8.219,20.0,0.0,108.4,106.1,154.3,123.4,8.6,8.8,60.0,0.0,100.0,90.0,57.0,56.0,65.0,54.83,58.69,51.41,49.75,137.9,84.16,-10.54
39.0,47.58,47.7,39.17,39.1,62.44,62.2,70.83,70.6,68.88,62.37,47.19,47.83,90.02,20.94,69.8,-0.7122,75.22,71.71,5.771,2.2569999999999997,56.2,4.705,0.7472,257.4,214.7,3.8,7.3,35.3,30.8,77.9,83.4,7.1,37.0,1.7,101.1,23.4,52.1,64.0,61.0,4.17,1.317,8.323,20.0,0.0,108.4,105.9,152.8,121.2,8.4,8.6,60.0,0.0,100.0,90.0,57.0,56.0,65.0,54.87,58.69,51.41,49.79,131.5,85.78,-7.044
39.0,47.62,47.7,39.21,38.9,62.4,62.0,70.75,70.6,68.8,62.33,47.14,47.87,89.15,20.84,69.02,-0.7081,75.02,70.79,6.487,2.251,55.6,4.744,0.7411,256.2,214.1,3.6,7.0,35.3,30.8,77.6,82.9,7.2,37.3,2.2,101.1,23.7,52.1,64.0,61.0,5.939,1.895,8.323,20.0,0.0,108.2,105.7,155.3,123.5,8.3,8.8,60.0,0.0,100.0,90.0,57.0,56.0,65.0,54.79,58.57,51.41,49.75,132.3,94.04,-6.559
40.0,47.62,47.7,39.21,39.2,62.4,62.6,70.67,70.1,68.72,62.21,47.14,47.79,85.98,20.29,67.66,-1.9669999999999999,75.2,70.96,5.77,1.524,45.73,5.7829999999999995,0.608,249.6,214.6,2.5,4.3,36.7,32.1,74.4,78.0,4.6,37.7,1.0,100.9,26.9,46.5,52.0,50.0,7.814,2.585,9.552999999999999,20.0,0.0,108.0,105.5,156.8,121.6,7.5,8.1,30.0,0.0,100.0,50.0,48.0,56.0,48.0,54.71,58.57,50.96,49.75,126.2,114.9,-12.17
40.0,47.09,47.0,40.81,40.5,63.96,64.0,70.38,70.3,68.92,59.75,46.94,47.38,68.4,15.54,97.58,-44.72,55.94,54.63,3.924,2.612,47.11,4.175,0.8422,255.5,213.8,4.9,5.0,35.8,31.3,75.3,79.4,5.7,39.1,3.3,104.5,29.2,48.3,53.0,51.0,3.313,1.3769999999999998,9.433,20.0,12.0,107.7,105.3,153.8,121.7,6.4,6.5,25.0,0.0,100.0,50.0,48.0,56.0,48.0,54.71,60.86,48.62,48.24,60.62,94.16,112.4
